Node,Feature,Threshold,Value
346,1,1.6441299319267273,"[[19182.35664176941, 122.97207069396973, 6299.223479092121]]"
347,-2,-2.0,"[[3941.663060426712, 0.0, 12.845890402793884]]"
348,0,0.5,"[[15240.693581342697, 122.97207069396973, 6286.377588689327]]"
349,-2,-2.0,"[[97.91272711753845, 0.0, 723.6820499897003]]"
350,1,3.089236617088318,"[[15142.780854225159, 122.97207069396973, 5562.695538699627]]"
351,-2,-2.0,"[[2788.226987361908, 0.0, 88.99621868133545]]"
352,0,2.5,"[[12354.55386686325, 122.97207069396973, 5473.6993200182915]]"
353,1,3.772544264793396,"[[538.7954659461975, 37.00543165206909, 1389.535810828209]]"
354,-2,-2.0,"[[520.6451914310455, 0.0, 269.09898805618286]]"
355,-2,-2.0,"[[18.150274515151978, 37.00543165206909, 1120.436822772026]]"
356,1,12.012104034423828,"[[11815.758400917053, 85.96663904190063, 4084.1635091900826]]"
357,2,9.405414581298828,"[[11813.187368869781, 21.659575700759888, 3726.3130796551704]]"
358,0,8.5,"[[7291.486361980438, 21.659575700759888, 1191.0113663077354]]"
359,1,9.64295244216919,"[[5044.84608912468, 21.659575700759888, 1162.656587600708]]"
360,1,5.324136018753052,"[[5026.464072942734, 0.0, 913.7379906177521]]"
361,-2,-2.0,"[[1948.246054649353, 0.0, 30.327993631362915]]"
362,0,4.5,"[[3078.2180182933807, 0.0, 883.4099969863892]]"
363,-2,-2.0,"[[56.66892981529236, 0.0, 393.94364762306213]]"
364,-2,-2.0,"[[3021.5490884780884, 0.0, 489.466349363327]]"
365,-2,-2.0,"[[18.3820161819458, 21.659575700759888, 248.91859698295593]]"
366,-2,-2.0,"[[2246.6402728557587, 0.0, 28.354778707027435]]"
367,1,4.5737996101379395,"[[4521.701006889343, 0.0, 2535.301713347435]]"
368,-2,-2.0,"[[758.1299071311951, 0.0, 16.20048213005066]]"
369,0,9.5,"[[3763.571099758148, 0.0, 2519.1012312173843]]"
370,1,8.958547592163086,"[[2433.0322921276093, 0.0, 2347.816397666931]]"
371,0,6.5,"[[2377.0898871421814, 0.0, 1249.6652110815048]]"
372,1,7.181334733963013,"[[1057.2937760353088, 0.0, 1214.7321211099625]]"
373,0,4.5,"[[1049.068305015564, 0.0, 819.6379541158676]]"
374,-2,-2.0,"[[273.09922456741333, 0.0, 701.7621272802353]]"
375,-2,-2.0,"[[775.9690804481506, 0.0, 117.87582683563232]]"
376,-2,-2.0,"[[8.225471019744873, 0.0, 395.09416699409485]]"
377,-2,-2.0,"[[1319.7961111068726, 0.0, 34.93308997154236]]"
378,-2,-2.0,"[[55.942404985427856, 0.0, 1098.1511865854263]]"
379,1,11.629717826843262,"[[1330.538807630539, 0.0, 171.2848335504532]]"
380,-2,-2.0,"[[1298.9235680103302, 0.0, 24.721240997314453]]"
381,-2,-2.0,"[[31.61523962020874, 0.0, 146.56359255313873]]"
382,-2,-2.0,"[[2.5710320472717285, 64.30706334114075, 357.8504295349121]]"
383,1,13.715761184692383,"[[65610.37626177073, 2342.322258412838, 966.2902421951294]]"
384,-2,-2.0,"[[17456.668466448784, 86.73530077934265, 17.324312686920166]]"
385,0,12.5,"[[48153.70779532194, 2255.5869576334953, 948.9659295082092]]"
386,2,7.133537769317627,"[[133.85612392425537, 426.3830175995827, 326.2950700521469]]"
387,-2,-2.0,"[[25.79221999645233, 302.6619721055031, 2.0664087533950806]]"
388,-2,-2.0,"[[108.06390392780304, 123.72104549407959, 324.22866129875183]]"
389,1,16.18970489501953,"[[48019.851671397686, 1829.2039400339127, 622.6708594560623]]"
390,-2,-2.0,"[[11422.874886274338, 70.88595473766327, 0.0]]"
391,0,17.5,"[[36596.97678512335, 1758.3179852962494, 622.6708594560623]]"
392,1,18.63771152496338,"[[1551.2278787493706, 712.4232270717621, 138.78726613521576]]"
393,2,4.275079965591431,"[[1546.7101202607155, 295.63596683740616, 76.16355782747269]]"
394,-2,-2.0,"[[34.43837034702301, 223.19415652751923, 7.151880443096161]]"
395,-2,-2.0,"[[1512.2717499136925, 72.44181030988693, 69.01167738437653]]"
396,-2,-2.0,"[[4.51775848865509, 416.7872602343559, 62.62370830774307]]"
397,1,20.31965160369873,"[[35045.74890637398, 1045.8947582244873, 483.88359332084656]]"
398,-2,-2.0,"[[14559.022250056267, 68.02380430698395, 15.46641457080841]]"
399,0,21.5,"[[20486.72665631771, 977.8709539175034, 468.41717875003815]]"
400,1,22.75315570831299,"[[968.0102544426918, 540.7654026150703, 105.16883260011673]]"
401,0,19.5,"[[957.2124521136284, 299.3845012187958, 96.56955170631409]]"
402,-2,-2.0,"[[77.01363337039948, 235.00941252708435, 57.20787739753723]]"
403,-2,-2.0,"[[880.1988187432289, 64.37508869171143, 39.361674308776855]]"
404,-2,-2.0,"[[10.797802329063416, 241.38090139627457, 8.599280893802643]]"
405,1,23.40806293487549,"[[19518.71640187502, 437.105551302433, 363.2483461499214]]"
406,-2,-2.0,"[[9267.223200082779, 0.8396475315093994, 15.553955912590027]]"
407,0,24.5,"[[10251.49320179224, 436.2659037709236, 347.6943902373314]]"
408,2,8.019694328308105,"[[1758.361129105091, 392.10045206546783, 181.66506278514862]]"
409,-2,-2.0,"[[418.6328392624855, 378.5127298235893, 132.24768233299255]]"
410,-2,-2.0,"[[1339.7282898426056, 13.58772224187851, 49.41738045215607]]"
411,-2,-2.0,"[[8493.132072687149, 44.16545170545578, 166.02932745218277]]"
412,0,26.5,"[[6385.803715825081, 6214.598935484886, 857.0441048741341]]"
413,0,24.5,"[[180.25009667873383, 5590.985329926014, 152.2968145608902]]"
414,-2,-2.0,"[[0.0, 4220.6951249837875, 4.387150526046753]]"
415,1,28.7936372756958,"[[180.25009667873383, 1370.2902049422264, 147.90966403484344]]"
416,-2,-2.0,"[[180.25009667873383, 234.53681367635727, 124.12312865257263]]"
417,-2,-2.0,"[[0.0, 1135.7533912658691, 23.786535382270813]]"
418,2,7.799846649169922,"[[6205.553619146347, 623.6136055588722, 704.7472903132439]]"
419,1,28.590384483337402,"[[2017.3816967010498, 612.3075774908066, 663.4062322974205]]"
420,-2,-2.0,"[[1487.7407509088516, 0.9414833784103394, 63.75200414657593]]"
421,0,28.5,"[[529.6409457921982, 611.3660941123962, 599.6542281508446]]"
422,4,1.5956273078918457,"[[77.36730003356934, 609.7372441291809, 358.97546976804733]]"
423,-2,-2.0,"[[77.36730003356934, 95.46481770277023, 343.4704142808914]]"
424,-2,-2.0,"[[0.0, 514.2724264264107, 15.505055487155914]]"
425,-2,-2.0,"[[452.27364575862885, 1.628849983215332, 240.67875838279724]]"
426,-2,-2.0,"[[4188.171922445297, 11.306028068065643, 41.341058015823364]]"
427,3,-1.5701590180397034,"[[151606.98457449675, 1644.6350615024567, 40019.563648462296]]"
428,0,16.5,"[[95434.20724415779, 115.55503749847412, 9703.456570923328]]"
429,2,15.809021949768066,"[[48797.62476801872, 63.476853370666504, 9126.97262865305]]"
430,3,-1.8091742992401123,"[[30699.38719367981, 6.481381893157959, 2523.1012156009674]]"
431,-2,-2.0,"[[14035.887507677078, 6.481381893157959, 351.0217641592026]]"
432,0,13.5,"[[16663.49968600273, 0.0, 2172.079451441765]]"
433,1,13.83451509475708,"[[11790.360306739807, 0.0, 2086.920429110527]]"
434,0,11.5,"[[11678.153704404831, 0.0, 1713.7078437805176]]"
435,1,4.973397254943848,"[[9598.184420585632, 0.0, 1690.3071439266205]]"
436,-2,-2.0,"[[4430.885101079941, 0.0, 316.74511671066284]]"
437,0,4.5,"[[5167.2993195056915, 0.0, 1373.5620272159576]]"
438,-2,-2.0,"[[35.55635142326355, 0.0, 366.59838366508484]]"
439,1,6.6850950717926025,"[[5131.742968082428, 0.0, 1006.9636435508728]]"
440,-2,-2.0,"[[1801.437081336975, 0.0, 35.79292440414429]]"
441,0,6.5,"[[3330.305886745453, 0.0, 971.1707191467285]]"
442,-2,-2.0,"[[202.1457962989807, 0.0, 369.4509711265564]]"
443,1,9.076018810272217,"[[3128.160090446472, 0.0, 601.7197480201721]]"
444,-2,-2.0,"[[1719.5698113441467, 0.0, 43.295695066452026]]"
445,0,8.5,"[[1408.5902791023254, 0.0, 558.4240529537201]]"
446,-2,-2.0,"[[109.10172414779663, 0.0, 322.41263031959534]]"
447,1,11.47503662109375,"[[1299.4885549545288, 0.0, 236.01142263412476]]"
448,-2,-2.0,"[[1236.2830653190613, 0.0, 60.04677629470825]]"
449,-2,-2.0,"[[63.20548963546753, 0.0, 175.9646463394165]]"
450,-2,-2.0,"[[2079.9692838191986, 0.0, 23.400699853897095]]"
451,-2,-2.0,"[[112.2066023349762, 0.0, 373.21258533000946]]"
452,-2,-2.0,"[[4873.139379262924, 0.0, 85.1590223312378]]"
453,3,-1.7943630814552307,"[[18098.237574338913, 56.995471477508545, 6603.871413052082]]"
454,1,4.7456278800964355,"[[10577.888839960098, 16.106351852416992, 2084.3302388191223]]"
455,-2,-2.0,"[[4008.296668767929, 0.0, 170.57774686813354]]"
456,0,5.5,"[[6569.592171192169, 16.106351852416992, 1913.7524919509888]]"
457,-2,-2.0,"[[39.48616814613342, 0.0, 334.8285022974014]]"
458,-2,-2.0,"[[6530.106003046036, 16.106351852416992, 1578.9239896535873]]"
459,1,10.241096496582031,"[[7520.348734378815, 40.88911962509155, 4519.54117423296]]"
460,0,8.5,"[[4956.966639280319, 0.0, 1881.3924342989922]]"
461,1,8.112099170684814,"[[3626.262877225876, 0.0, 1863.128624856472]]"
462,-2,-2.0,"[[3602.898461818695, 0.0, 1234.617781341076]]"
463,-2,-2.0,"[[23.364415407180786, 0.0, 628.5108435153961]]"
464,-2,-2.0,"[[1330.7037620544434, 0.0, 18.26380944252014]]"
465,0,11.5,"[[2563.3820950984955, 40.88911962509155, 2638.1487399339676]]"
466,-2,-2.0,"[[58.95109558105469, 19.87306261062622, 859.4036722183228]]"
467,1,14.89264726638794,"[[2504.430999517441, 21.016057014465332, 1778.7450677156448]]"
468,0,13.5,"[[1853.2260954380035, 0.0, 657.5276874303818]]"
469,1,12.707050800323486,"[[872.9932019710541, 0.0, 654.3393174409866]]"
470,-2,-2.0,"[[651.7554552555084, 0.0, 34.72623014450073]]"
471,2,16.09943437576294,"[[221.23774671554565, 0.0, 619.6130872964859]]"
472,-2,-2.0,"[[153.73862171173096, 0.0, 0.0]]"
473,-2,-2.0,"[[67.4991250038147, 0.0, 619.6130872964859]]"
474,-2,-2.0,"[[980.2328934669495, 0.0, 3.1883699893951416]]"
475,0,14.5,"[[651.2049040794373, 21.016057014465332, 1121.217380285263]]"
476,-2,-2.0,"[[24.995259761810303, 4.441346168518066, 610.1520826816559]]"
477,1,17.148374557495117,"[[626.209644317627, 16.574710845947266, 511.0652976036072]]"
478,-2,-2.0,"[[427.4876642227173, 0.0, 9.597560167312622]]"
479,2,16.90328598022461,"[[198.72198009490967, 16.574710845947266, 501.46773743629456]]"
480,-2,-2.0,"[[172.12104654312134, 0.0, 34.10816180706024]]"
481,-2,-2.0,"[[26.60093355178833, 16.574710845947266, 467.3595756292343]]"
482,0,24.5,"[[46636.58247613907, 52.07818412780762, 576.4839422702789]]"
483,1,26.7155704498291,"[[25953.481533646584, 48.09760665893555, 555.4452115893364]]"
484,-2,-2.0,"[[25950.680056333542, 25.563286304473877, 495.3149178624153]]"
485,-2,-2.0,"[[2.801477313041687, 22.53432035446167, 60.13029372692108]]"
486,-2,-2.0,"[[20683.100942492485, 3.9805774688720703, 21.038730680942535]]"
487,0,23.5,"[[56172.777330338955, 1529.0800240039825, 30316.107077538967]]"
488,3,-1.282487392425537,"[[41172.81803035736, 1521.6072585582733, 30053.020875275135]]"
489,2,15.047085285186768,"[[25120.39366787672, 354.43959736824036, 12561.125155448914]]"
490,0,10.5,"[[14781.877702772617, 0.0, 4166.13878172636]]"
491,1,1.261004626750946,"[[7429.613656759262, 0.0, 3350.4699623584747]]"
492,-2,-2.0,"[[1264.9990994930267, 0.0, 0.0]]"
493,0,0.5,"[[6164.614557266235, 0.0, 3350.4699623584747]]"
494,-2,-2.0,"[[34.80462646484375, 0.0, 478.19438648223877]]"
495,1,8.810666561126709,"[[6129.809930801392, 0.0, 2872.275575876236]]"
496,0,7.5,"[[5229.975147008896, 0.0, 1650.285529255867]]"
497,1,6.908576726913452,"[[2950.339453935623, 0.0, 1642.8247109651566]]"
498,0,4.5,"[[2826.8444378376007, 0.0, 1019.0080744028091]]"
499,1,4.4676673412323,"[[1435.8939535617828, 0.0, 930.4306126832962]]"
500,-2,-2.0,"[[1373.3600027561188, 0.0, 350.2863417863846]]"
501,-2,-2.0,"[[62.53395080566406, 0.0, 580.1442708969116]]"
502,-2,-2.0,"[[1390.9504842758179, 0.0, 88.57746171951294]]"
503,-2,-2.0,"[[123.49501609802246, 0.0, 623.8166365623474]]"
504,-2,-2.0,"[[2279.6356930732727, 0.0, 7.460818290710449]]"
505,0,8.5,"[[899.8347837924957, 0.0, 1221.990046620369]]"
506,-2,-2.0,"[[40.8418550491333, 0.0, 871.3453183174133]]"
507,1,11.501749038696289,"[[858.9929287433624, 0.0, 350.6447283029556]]"
508,-2,-2.0,"[[834.93066239357, 0.0, 89.62008476257324]]"
509,-2,-2.0,"[[24.06226634979248, 0.0, 261.0246435403824]]"
510,-2,-2.0,"[[7352.264046013355, 0.0, 815.6688193678856]]"
511,0,19.5,"[[10338.515965104103, 354.43959736824036, 8394.986373722553]]"
512,1,14.58064317703247,"[[8868.194205284119, 351.91348576545715, 8081.599040150642]]"
513,0,13.5,"[[7143.416216611862, 98.94311594963074, 5403.113102316856]]"
514,1,12.85278034210205,"[[6323.837089061737, 98.94311594963074, 5360.473741650581]]"
515,0,11.5,"[[6320.365706443787, 71.37190365791321, 4662.666922688484]]"
516,1,10.447222709655762,"[[5334.46821475029, 71.37190365791321, 4537.682458043098]]"
517,0,9.5,"[[5319.43111205101, 38.47462821006775, 3911.001181960106]]"
518,1,5.8958494663238525,"[[4380.804137706757, 38.47462821006775, 3839.933522582054]]"
519,0,5.5,"[[3253.9507563114166, 31.038445711135864, 1688.4964981079102]]"
520,1,4.4211814403533936,"[[1971.4248077869415, 31.038445711135864, 1603.8546917438507]]"
521,0,2.5,"[[1961.4420788288116, 8.474254131317139, 1126.022148013115]]"
522,1,2.2581483125686646,"[[838.496787071228, 8.474254131317139, 1026.5994412899017]]"
523,-2,-2.0,"[[803.232408285141, 0.0, 412.5099501609802]]"
524,-2,-2.0,"[[35.264378786087036, 8.474254131317139, 614.0894911289215]]"
525,-2,-2.0,"[[1122.9452917575836, 0.0, 99.4227067232132]]"
526,-2,-2.0,"[[9.982728958129883, 22.564191579818726, 477.8325437307358]]"
527,-2,-2.0,"[[1282.525948524475, 0.0, 84.64180636405945]]"
528,0,6.5,"[[1126.85338139534, 7.436182498931885, 2151.437024474144]]"
529,-2,-2.0,"[[53.39324712753296, 7.436182498931885, 1187.0972768068314]]"
530,1,8.822452068328857,"[[1073.460134267807, 0.0, 964.3397476673126]]"
531,-2,-2.0,"[[1059.0013954639435, 0.0, 496.5324914455414]]"
532,-2,-2.0,"[[14.458738803863525, 0.0, 467.80725622177124]]"
533,-2,-2.0,"[[938.6269743442535, 0.0, 71.06765937805176]]"
534,-2,-2.0,"[[15.037102699279785, 32.89727544784546, 626.6812760829926]]"
535,1,12.164708137512207,"[[985.8974916934967, 0.0, 124.98446464538574]]"
536,-2,-2.0,"[[873.9596865177155, 0.0, 0.0]]"
537,-2,-2.0,"[[111.93780517578125, 0.0, 124.98446464538574]]"
538,-2,-2.0,"[[3.4713826179504395, 27.57121229171753, 697.8068189620972]]"
539,-2,-2.0,"[[819.5791275501251, 0.0, 42.639360666275024]]"
540,0,15.5,"[[1724.7779886722565, 252.97036981582642, 2678.485937833786]]"
541,4,1.600353181362152,"[[275.0804834365845, 194.7814326286316, 1699.6774998903275]]"
542,-2,-2.0,"[[265.4961168766022, 148.57907915115356, 612.2061537504196]]"
543,-2,-2.0,"[[9.5843665599823, 46.20235347747803, 1087.4713461399078]]"
544,1,20.048983573913574,"[[1449.697505235672, 58.188937187194824, 978.8084379434586]]"
545,-2,-2.0,"[[1406.1549689769745, 0.0, 576.4017144441605]]"
546,-2,-2.0,"[[43.54253625869751, 58.188937187194824, 402.4067234992981]]"
547,-2,-2.0,"[[1470.3217598199844, 2.526111602783203, 313.38733357191086]]"
548,1,16.083752632141113,"[[16052.42436248064, 1167.167661190033, 17491.89571982622]]"
549,1,1.2193574905395508,"[[11001.927190184593, 157.95480370521545, 12670.183135390282]]"
550,-2,-2.0,"[[1284.4579076766968, 5.0427703857421875, 225.8681732416153]]"
551,0,2.5,"[[9717.469282507896, 152.91203331947327, 12444.314962148666]]"
552,-2,-2.0,"[[183.3324432373047, 59.624573945999146, 1342.3829336166382]]"
553,1,4.572363615036011,"[[9534.136839270592, 93.28745937347412, 11101.932028532028]]"
554,-2,-2.0,"[[2028.1958726644516, 0.0, 826.2729871273041]]"
555,0,6.5,"[[7505.94096660614, 93.28745937347412, 10275.659041404724]]"
556,1,6.428210973739624,"[[720.353508234024, 18.194271087646484, 3166.366565465927]]"
557,2,14.249594688415527,"[[720.353508234024, 0.0, 1865.777088880539]]"
558,0,5.5,"[[534.1574606895447, 0.0, 441.8993148803711]]"
559,-2,-2.0,"[[38.91270685195923, 0.0, 406.017192363739]]"
560,-2,-2.0,"[[495.24475383758545, 0.0, 35.88212251663208]]"
561,-2,-2.0,"[[186.19604754447937, 0.0, 1423.8777740001678]]"
562,-2,-2.0,"[[0.0, 18.194271087646484, 1300.5894765853882]]"
563,1,8.11710500717163,"[[6785.587458372116, 75.09318828582764, 7109.292475938797]]"
564,2,15.077240467071533,"[[1661.3812217712402, 0.0, 542.8177446126938]]"
565,-2,-2.0,"[[782.8469867706299, 0.0, 13.471858024597168]]"
566,-2,-2.0,"[[878.5342350006104, 0.0, 529.3458865880966]]"
567,0,10.5,"[[5124.206236600876, 75.09318828582764, 6566.474731326103]]"
568,1,10.320533275604248,"[[1588.118923664093, 51.13610219955444, 3845.3155682086945]]"
569,0,9.5,"[[1459.3365943431854, 0.0, 2207.0546964406967]]"
570,1,8.490714073181152,"[[541.4789273738861, 0.0, 1858.679504275322]]"
571,2,14.09957218170166,"[[400.8228328227997, 0.0, 386.0621953010559]]"
572,-2,-2.0,"[[363.97730708122253, 0.0, 20.918906450271606]]"
573,-2,-2.0,"[[36.84552574157715, 0.0, 365.1432888507843]]"
574,-2,-2.0,"[[140.65609455108643, 0.0, 1472.617308974266]]"
575,2,16.773816108703613,"[[917.8576669692993, 0.0, 348.37519216537476]]"
576,-2,-2.0,"[[642.3038530349731, 0.0, 23.327484369277954]]"
577,-2,-2.0,"[[275.5538139343262, 0.0, 325.0477077960968]]"
578,-2,-2.0,"[[128.7823293209076, 51.13610219955444, 1638.2608717679977]]"
579,1,11.853321075439453,"[[3536.087312936783, 23.957086086273193, 2721.1591631174088]]"
580,-2,-2.0,"[[1218.958191394806, 0.0, 41.69887161254883]]"
581,0,12.5,"[[2317.129121541977, 23.957086086273193, 2679.46029150486]]"
582,1,13.343765258789062,"[[496.8365194797516, 23.957086086273193, 1699.7848020792007]]"
583,2,13.603477478027344,"[[488.8832416534424, 0.0, 873.9567435979843]]"
584,-2,-2.0,"[[313.7887923717499, 0.0, 83.36664927005768]]"
585,-2,-2.0,"[[175.0944492816925, 0.0, 790.5900943279266]]"
586,-2,-2.0,"[[7.953277826309204, 23.957086086273193, 825.8280584812164]]"
587,1,13.902415752410889,"[[1820.2926020622253, 0.0, 979.6754894256592]]"
588,-2,-2.0,"[[710.4187865257263, 0.0, 0.0]]"
589,2,15.685128211975098,"[[1109.873815536499, 0.0, 979.6754894256592]]"
590,-2,-2.0,"[[772.9365706443787, 0.0, 116.39051353931427]]"
591,0,15.5,"[[336.93724489212036, 0.0, 863.2849758863449]]"
592,-2,-2.0,"[[83.10513019561768, 0.0, 860.6831840276718]]"
593,-2,-2.0,"[[253.83211469650269, 0.0, 2.6017918586730957]]"
594,0,16.5,"[[5050.497172296047, 1009.2128574848175, 4821.71258443594]]"
595,1,17.878762245178223,"[[853.8014090061188, 836.9249348640442, 2095.3640520572662]]"
596,0,15.5,"[[843.048593044281, 143.95374393463135, 1163.6955355405807]]"
597,-2,-2.0,"[[67.9956443309784, 143.95374393463135, 737.1853880882263]]"
598,2,15.918055057525635,"[[775.0529487133026, 0.0, 426.51014745235443]]"
599,-2,-2.0,"[[688.549816608429, 0.0, 3.84588360786438]]"
600,-2,-2.0,"[[86.50313210487366, 0.0, 422.66426384449005]]"
601,-2,-2.0,"[[10.752815961837769, 692.9711909294128, 931.6685165166855]]"
602,1,24.017728805541992,"[[4196.695763289928, 172.28792262077332, 2726.3485323786736]]"
603,1,18.810511589050293,"[[4027.5251943469048, 53.25507473945618, 1842.8380883932114]]"
604,-2,-2.0,"[[934.7055637836456, 0.0, 4.199869871139526]]"
605,0,20.5,"[[3092.819630563259, 53.25507473945618, 1838.6382185220718]]"
606,1,21.85112190246582,"[[1828.1112313866615, 53.25507473945618, 1771.0314038395882]]"
607,0,18.5,"[[1722.7107563018799, 0.0, 951.6902252435684]]"
608,1,20.118374824523926,"[[649.3247015476227, 0.0, 828.7545472383499]]"
609,2,17.243061065673828,"[[620.1155649423599, 0.0, 282.7705514431]]"
610,-2,-2.0,"[[608.8757487535477, 0.0, 93.47868049144745]]"
611,-2,-2.0,"[[11.239816188812256, 0.0, 189.29187095165253]]"
612,-2,-2.0,"[[29.209136605262756, 0.0, 545.9839957952499]]"
613,-2,-2.0,"[[1073.3860547542572, 0.0, 122.9356780052185]]"
614,-2,-2.0,"[[105.40047508478165, 53.25507473945618, 819.3411785960197]]"
615,-2,-2.0,"[[1264.7083991765976, 0.0, 67.60681468248367]]"
616,-2,-2.0,"[[169.17056894302368, 119.03284788131714, 883.5104439854622]]"
617,0,25.5,"[[14999.959299981594, 7.4727654457092285, 263.0862022638321]]"
618,1,26.410637855529785,"[[2693.857478618622, 4.06771445274353, 225.02485305070877]]"
619,-2,-2.0,"[[2400.5156391859055, 0.0, 11.596946001052856]]"
620,-2,-2.0,"[[293.34183943271637, 4.06771445274353, 213.42790704965591]]"
621,-2,-2.0,"[[12306.101821362972, 3.4050509929656982, 38.06134921312332]]"
622,1,7.594744443893433,"[[7962.982805967331, 889533.5854316354, 184841.361335814]]"
623,2,12.632216453552246,"[[1763.1789687275887, 270969.45617830753, 100728.89053040743]]"
624,4,-1.0602123737335205,"[[1693.3291204571724, 201558.36027371883, 32256.15418893099]]"
625,2,8.037572860717773,"[[9.39116108417511, 106882.80541074276, 9387.530881404877]]"
626,1,1.1414011716842651,"[[9.39116108417511, 81272.19506585598, 838.929631114006]]"
627,2,6.512010812759399,"[[9.39116108417511, 14373.848693609238, 836.2878816127777]]"
628,-2,-2.0,"[[9.39116108417511, 12217.282040834427, 29.756246089935303]]"
629,4,-1.2132611870765686,"[[0.0, 2156.566652774811, 806.5316355228424]]"
630,4,-1.5525508522987366,"[[0.0, 2096.0474438667297, 219.53522181510925]]"
631,-2,-2.0,"[[0.0, 1659.290832042694, 11.426949977874756]]"
632,-2,-2.0,"[[0.0, 436.75661182403564, 208.1082718372345]]"
633,-2,-2.0,"[[0.0, 60.519208908081055, 586.9964137077332]]"
634,-2,-2.0,"[[0.0, 66898.34637224674, 2.6417495012283325]]"
635,1,2.3515461683273315,"[[0.0, 25610.61034488678, 8548.60125029087]]"
636,1,1.2463501691818237,"[[0.0, 3679.487804889679, 7761.768952488899]]"
637,2,8.965211868286133,"[[0.0, 409.86509132385254, 5524.311569094658]]"
638,4,-1.5480576753616333,"[[0.0, 351.11014461517334, 881.0444512367249]]"
639,-2,-2.0,"[[0.0, 340.2876863479614, 288.83643674850464]]"
640,-2,-2.0,"[[0.0, 10.822458267211914, 592.2080144882202]]"
641,-2,-2.0,"[[0.0, 58.7549467086792, 4643.267117857933]]"
642,2,10.085864067077637,"[[0.0, 3269.6227135658264, 2237.4573833942413]]"
643,-2,-2.0,"[[0.0, 2155.600842475891, 173.34371972084045]]"
644,4,-1.593175232410431,"[[0.0, 1114.0218710899353, 2064.113663673401]]"
645,0,2.5,"[[0.0, 890.2135753631592, 509.8127112388611]]"
646,-2,-2.0,"[[0.0, 869.6419558525085, 217.394513130188]]"
647,-2,-2.0,"[[0.0, 20.571619510650635, 292.4181981086731]]"
648,0,1.5,"[[0.0, 223.80829572677612, 1554.3009524345398]]"
649,-2,-2.0,"[[0.0, 212.93607091903687, 338.75352239608765]]"
650,-2,-2.0,"[[0.0, 10.872224807739258, 1215.5474300384521]]"
651,2,11.478539943695068,"[[0.0, 21931.1225399971, 786.8322978019714]]"
652,4,-1.3818519711494446,"[[0.0, 16813.255677223206, 211.29355382919312]]"
653,-2,-2.0,"[[0.0, 13395.800143241882, 0.0]]"
654,-2,-2.0,"[[0.0, 3417.4555339813232, 211.29355382919312]]"
655,1,5.217411756515503,"[[0.0, 5117.866862773895, 575.5387439727783]]"
656,0,2.5,"[[0.0, 2292.978060245514, 565.7017097473145]]"
657,-2,-2.0,"[[0.0, 1919.1673855781555, 183.03998804092407]]"
658,-2,-2.0,"[[0.0, 373.8106746673584, 382.6617217063904]]"
659,-2,-2.0,"[[0.0, 2824.8888025283813, 9.837034225463867]]"
660,0,7.5,"[[1683.9379593729973, 94675.55486297607, 22868.62330752611]]"
661,3,1.3407439589500427,"[[272.92789351940155, 91875.84848380089, 19470.91712754965]]"
662,2,2.0912243127822876,"[[229.1671928167343, 17529.31066083908, 8642.209338188171]]"
663,4,1.4307417273521423,"[[111.61065185070038, 983.7175667285919, 2084.9515557289124]]"
664,-2,-2.0,"[[18.801057815551758, 921.8440556526184, 795.5346425771713]]"
665,-2,-2.0,"[[92.80959403514862, 61.87351107597351, 1289.416913151741]]"
666,0,0.5,"[[117.55654096603394, 16545.59309411049, 6557.257782459259]]"
667,-2,-2.0,"[[0.0, 4608.905262231827, 112.77343702316284]]"
668,1,6.587750196456909,"[[117.55654096603394, 11936.687831878662, 6444.484345436096]]"
669,0,2.5,"[[117.55654096603394, 10364.55265045166, 6377.526978969574]]"
670,1,2.4116095304489136,"[[0.0, 4572.774256706238, 1383.754335284233]]"
671,2,8.035065174102783,"[[0.0, 2253.4403882026672, 1267.1768192052841]]"
672,4,1.087090790271759,"[[0.0, 843.8158214092255, 1191.491191625595]]"
673,1,1.1038793325424194,"[[0.0, 577.7963185310364, 161.81715774536133]]"
674,-2,-2.0,"[[0.0, 14.62515115737915, 152.1704716682434]]"
675,-2,-2.0,"[[0.0, 563.1711673736572, 9.64668607711792]]"
676,-2,-2.0,"[[0.0, 266.0195028781891, 1029.6740338802338]]"
677,-2,-2.0,"[[0.0, 1409.6245667934418, 75.68562757968903]]"
678,-2,-2.0,"[[0.0, 2319.3338685035706, 116.57751607894897]]"
679,1,3.2061251401901245,"[[117.55654096603394, 5791.778393745422, 4993.772643685341]]"
680,1,1.6676102876663208,"[[117.55654096603394, 21.075019598007202, 1160.3758754730225]]"
681,-2,-2.0,"[[96.92078971862793, 5.307851791381836, 19.620373845100403]]"
682,-2,-2.0,"[[20.635751247406006, 15.767167806625366, 1140.755501627922]]"
683,2,5.792121171951294,"[[0.0, 5770.703374147415, 3833.3967682123184]]"
684,-2,-2.0,"[[0.0, 836.4288358688354, 1506.9590299129486]]"
685,0,4.5,"[[0.0, 4934.27453827858, 2326.43773829937]]"
686,1,4.860463380813599,"[[0.0, 3737.686408519745, 966.1765549182892]]"
687,2,9.464926719665527,"[[0.0, 1949.1840467453003, 913.1943457126617]]"
688,4,1.542756736278534,"[[0.0, 650.9873013496399, 812.4319779872894]]"
689,-2,-2.0,"[[0.0, 624.1571216583252, 125.30642676353455]]"
690,-2,-2.0,"[[0.0, 26.830179691314697, 687.1255512237549]]"
